province,district,zone,soil_type,rainfall_mm,temperature_c,pH,season,shade,chosen_crop,good_bad
Western,Gampaha,Dry Zone,loamy,2486,33.2,6.6,Yala,no,turmeric,1
Western,Gampaha,Dry Zone,loamy,2486,33.2,6.6,Yala,no,coconut,0
Western,Gampaha,Dry Zone,loamy,2486,33.2,6.6,Yala,no,coffee,0
Sabaragamuwa,Ratnapura,Intermediate Zone,sandy_loam,2802,33.3,5.0,Maha,yes,banana,1
Sabaragamuwa,Ratnapura,Intermediate Zone,sandy_loam,2802,33.3,5.0,Maha,yes,coffee,0
Sabaragamuwa,Ratnapura,Intermediate Zone,sandy_loam,2802,33.3,5.0,Maha,yes,mushroom,0
Eastern,Trincomalee,Dry Zone,clay_loam,1452,27.3,6.4,Yala,yes,paddy,1
Eastern,Trincomalee,Dry Zone,clay_loam,1452,27.3,6.4,Yala,yes,maize,0
Eastern,Trincomalee,Dry Zone,clay_loam,1452,27.3,6.4,Yala,yes,tea,0
Northern,Mullaitivu,Dry Zone,loamy,2519,29.8,6.3,Yala,no,turmeric,1
Northern,Mullaitivu,Dry Zone,loamy,2519,29.8,6.3,Yala,no,cinnamon,0
Northern,Mullaitivu,Dry Zone,loamy,2519,29.8,6.3,Yala,no,coconut,0
Northern,Mullaitivu,Dry Zone,loamy,2171,25.9,4.6,Yala,no,turmeric,1
Northern,Mullaitivu,Dry Zone,loamy,2171,25.9,4.6,Yala,no,vegetables,0
Northern,Mullaitivu,Dry Zone,loamy,2171,25.9,4.6,Yala,no,paddy,0
Central,Nuwara Eliya,Dry Zone,compost_rich,2323,28.0,4.6,Maha,yes,mushroom,1
Central,Nuwara Eliya,Dry Zone,compost_rich,2323,28.0,4.6,Maha,yes,cinnamon,0
Central,Nuwara Eliya,Dry Zone,compost_rich,2323,28.0,4.6,Maha,yes,ginger,0
Western,Gampaha,Wet Zone,compost_rich,893,20.7,5.1,Maha,no,rubber,1
Western,Gampaha,Wet Zone,compost_rich,893,20.7,5.1,Maha,no,turmeric,0
Western,Gampaha,Wet Zone,compost_rich,893,20.7,5.1,Maha,no,banana,0
Uva,Monaragala,Wet Zone,sandy_loam,2427,23.4,4.8,Yala,yes,coffee,1
Uva,Monaragala,Wet Zone,sandy_loam,2427,23.4,4.8,Yala,yes,paddy,0
Uva,Monaragala,Wet Zone,sandy_loam,2427,23.4,4.8,Yala,yes,rubber,0
Northern,Mullaitivu,Wet Zone,compost_rich,2911,26.3,7.1,Maha,no,fruits,1
Northern,Mullaitivu,Wet Zone,compost_rich,2911,26.3,7.1,Maha,no,coffee,0
Northern,Mullaitivu,Wet Zone,compost_rich,2911,26.3,7.1,Maha,no,rubber,0
Southern,Matara,Intermediate Zone,clay_loam,1382,22.4,5.5,Maha,no,coconut,1
Southern,Matara,Intermediate Zone,clay_loam,1382,22.4,5.5,Maha,no,tea,0
Southern,Matara,Intermediate Zone,clay_loam,1382,22.4,5.5,Maha,no,pepper,0
Southern,Galle,Dry Zone,sandy_loam,1023,23.8,6.2,Maha,yes,maize,1
Southern,Galle,Dry Zone,sandy_loam,1023,23.8,6.2,Maha,yes,fruits,0
Southern,Galle,Dry Zone,sandy_loam,1023,23.8,6.2,Maha,yes,coconut,0
North Western,Kurunegala,Dry Zone,loamy,2795,23.6,6.9,Maha,no,coffee,1
North Western,Kurunegala,Dry Zone,loamy,2795,23.6,6.9,Maha,no,mushroom,0
North Western,Kurunegala,Dry Zone,loamy,2795,23.6,6.9,Maha,no,maize,0
Central,Matale,Dry Zone,clay_loam,847,31.4,5.7,Yala,yes,ginger,1
Central,Matale,Dry Zone,clay_loam,847,31.4,5.7,Yala,yes,turmeric,0
Central,Matale,Dry Zone,clay_loam,847,31.4,5.7,Yala,yes,cinnamon,0
Uva,Badulla,Wet Zone,clay_loam,1177,32.7,7.2,Maha,yes,ginger,1
Uva,Badulla,Wet Zone,clay_loam,1177,32.7,7.2,Maha,yes,paddy,0
Uva,Badulla,Wet Zone,clay_loam,1177,32.7,7.2,Maha,yes,rubber,0
Eastern,Trincomalee,Dry Zone,clay_loam,1358,25.4,6.2,Yala,yes,paddy,1
Eastern,Trincomalee,Dry Zone,clay_loam,1358,25.4,6.2,Yala,yes,vegetables,0
Eastern,Trincomalee,Dry Zone,clay_loam,1358,25.4,6.2,Yala,yes,cinnamon,0
Western,Gampaha,Dry Zone,loamy,2427,31.9,4.5,Maha,no,cinnamon,1
Western,Gampaha,Dry Zone,loamy,2427,31.9,4.5,Maha,no,coffee,0
Western,Gampaha,Dry Zone,loamy,2427,31.9,4.5,Maha,no,vegetables,0
North Central,Polonnaruwa,Wet Zone,compost_rich,2758,32.4,5.1,Maha,no,mushroom,1
North Central,Polonnaruwa,Wet Zone,compost_rich,2758,32.4,5.1,Maha,no,maize,0
North Central,Polonnaruwa,Wet Zone,compost_rich,2758,32.4,5.1,Maha,no,paddy,0
Eastern,Trincomalee,Wet Zone,clay_loam,2362,30.9,6.5,Maha,yes,vegetables,1
Eastern,Trincomalee,Wet Zone,clay_loam,2362,30.9,6.5,Maha,yes,ginger,0
Eastern,Trincomalee,Wet Zone,clay_loam,2362,30.9,6.5,Maha,yes,banana,0
Southern,Galle,Dry Zone,clay_loam,2924,22.9,6.0,Yala,yes,paddy,1
Southern,Galle,Dry Zone,clay_loam,2924,22.9,6.0,Yala,yes,banana,0
Southern,Galle,Dry Zone,clay_loam,2924,22.9,6.0,Yala,yes,rubber,0
Eastern,Trincomalee,Dry Zone,clay_loam,2334,26.1,6.8,Maha,no,paddy,1
Eastern,Trincomalee,Dry Zone,clay_loam,2334,26.1,6.8,Maha,no,maize,0
Eastern,Trincomalee,Dry Zone,clay_loam,2334,26.1,6.8,Maha,no,vegetables,0
Southern,Galle,Intermediate Zone,loamy,1388,24.7,7.2,Maha,no,coconut,1
Southern,Galle,Intermediate Zone,loamy,1388,24.7,7.2,Maha,no,coffee,0
Southern,Galle,Intermediate Zone,loamy,1388,24.7,7.2,Maha,no,mushroom,0
Sabaragamuwa,Ratnapura,Wet Zone,compost_rich,941,27.5,6.5,Yala,no,rubber,1
Sabaragamuwa,Ratnapura,Wet Zone,compost_rich,941,27.5,6.5,Yala,no,pepper,0
Sabaragamuwa,Ratnapura,Wet Zone,compost_rich,941,27.5,6.5,Yala,no,ginger,0
Northern,Kilinochchi,Dry Zone,clay,1178,26.4,7.4,Yala,no,cinnamon,1
Northern,Kilinochchi,Dry Zone,clay,1178,26.4,7.4,Yala,no,fruits,0
Northern,Kilinochchi,Dry Zone,clay,1178,26.4,7.4,Yala,no,rubber,0
Southern,Galle,Dry Zone,sandy_loam,1217,33.1,4.7,Maha,no,banana,1
Southern,Galle,Dry Zone,sandy_loam,1217,33.1,4.7,Maha,no,mushroom,0
Southern,Galle,Dry Zone,sandy_loam,1217,33.1,4.7,Maha,no,fruits,0
Northern,Vavuniya,Wet Zone,compost_rich,1210,26.4,7.3,Maha,yes,mushroom,1
Northern,Vavuniya,Wet Zone,compost_rich,1210,26.4,7.3,Maha,yes,paddy,0
Northern,Vavuniya,Wet Zone,compost_rich,1210,26.4,7.3,Maha,yes,coffee,0
Eastern,Batticaloa,Dry Zone,clay_loam,1615,28.5,6.6,Maha,yes,paddy,1
Eastern,Batticaloa,Dry Zone,clay_loam,1615,28.5,6.6,Maha,yes,rubber,0
Eastern,Batticaloa,Dry Zone,clay_loam,1615,28.5,6.6,Maha,yes,turmeric,0
Southern,Matara,Dry Zone,compost_rich,2502,25.4,4.9,Maha,no,turmeric,1
Southern,Matara,Dry Zone,compost_rich,2502,25.4,4.9,Maha,no,cinnamon,0
Southern,Matara,Dry Zone,compost_rich,2502,25.4,4.9,Maha,no,vegetables,0
Northern,Vavuniya,Dry Zone,clay_loam,2966,27.9,5.9,Maha,no,paddy,1
Northern,Vavuniya,Dry Zone,clay_loam,2966,27.9,5.9,Maha,no,maize,0
Northern,Vavuniya,Dry Zone,clay_loam,2966,27.9,5.9,Maha,no,mushroom,0
Uva,Monaragala,Intermediate Zone,clay,1131,24.0,4.6,Maha,no,ginger,1
Uva,Monaragala,Intermediate Zone,clay,1131,24.0,4.6,Maha,no,coffee,0
Uva,Monaragala,Intermediate Zone,clay,1131,24.0,4.6,Maha,no,mushroom,0
Northern,Vavuniya,Intermediate Zone,clay,1134,20.8,7.1,Yala,no,vegetables,1
Northern,Vavuniya,Intermediate Zone,clay,1134,20.8,7.1,Yala,no,rubber,0
Northern,Vavuniya,Intermediate Zone,clay,1134,20.8,7.1,Yala,no,turmeric,0
Eastern,Batticaloa,Wet Zone,clay_loam,1604,27.9,4.5,Maha,yes,banana,1
Eastern,Batticaloa,Wet Zone,clay_loam,1604,27.9,4.5,Maha,yes,pepper,0
Eastern,Batticaloa,Wet Zone,clay_loam,1604,27.9,4.5,Maha,yes,rubber,0
Uva,Monaragala,Intermediate Zone,compost_rich,2560,20.2,5.2,Yala,yes,mushroom,1
Uva,Monaragala,Intermediate Zone,compost_rich,2560,20.2,5.2,Yala,yes,coffee,0
Uva,Monaragala,Intermediate Zone,compost_rich,2560,20.2,5.2,Yala,yes,tea,0
North Central,Polonnaruwa,Dry Zone,sandy_loam,1592,28.3,5.0,Maha,no,banana,1
North Central,Polonnaruwa,Dry Zone,sandy_loam,1592,28.3,5.0,Maha,no,vegetables,0
North Central,Polonnaruwa,Dry Zone,sandy_loam,1592,28.3,5.0,Maha,no,turmeric,0
Northern,Mannar,Wet Zone,clay_loam,2518,24.2,5.3,Maha,no,turmeric,1
Northern,Mannar,Wet Zone,clay_loam,2518,24.2,5.3,Maha,no,banana,0
Northern,Mannar,Wet Zone,clay_loam,2518,24.2,5.3,Maha,no,pepper,0
Northern,Jaffna,Dry Zone,compost_rich,1690,23.0,6.5,Maha,yes,mushroom,1
Northern,Jaffna,Dry Zone,compost_rich,1690,23.0,6.5,Maha,yes,coconut,0
Northern,Jaffna,Dry Zone,compost_rich,1690,23.0,6.5,Maha,yes,coffee,0
Uva,Badulla,Intermediate Zone,loamy,2409,24.0,4.9,Maha,no,coffee,1
Uva,Badulla,Intermediate Zone,loamy,2409,24.0,4.9,Maha,no,fruits,0
Uva,Badulla,Intermediate Zone,loamy,2409,24.0,4.9,Maha,no,ginger,0
Uva,Badulla,Dry Zone,clay,2840,32.9,4.6,Yala,yes,paddy,1
Uva,Badulla,Dry Zone,clay,2840,32.9,4.6,Yala,yes,banana,0
Uva,Badulla,Dry Zone,clay,2840,32.9,4.6,Yala,yes,ginger,0
Southern,Galle,Dry Zone,clay,995,23.4,7.5,Yala,no,ginger,1
Southern,Galle,Dry Zone,clay,995,23.4,7.5,Yala,no,paddy,0
Southern,Galle,Dry Zone,clay,995,23.4,7.5,Yala,no,maize,0
Uva,Badulla,Dry Zone,clay_loam,2823,30.1,5.6,Yala,yes,paddy,1
Uva,Badulla,Dry Zone,clay_loam,2823,30.1,5.6,Yala,yes,turmeric,0
Uva,Badulla,Dry Zone,clay_loam,2823,30.1,5.6,Yala,yes,coconut,0
Northern,Mullaitivu,Wet Zone,compost_rich,2957,25.2,5.1,Maha,yes,mushroom,1
Northern,Mullaitivu,Wet Zone,compost_rich,2957,25.2,5.1,Maha,yes,coffee,0
Northern,Mullaitivu,Wet Zone,compost_rich,2957,25.2,5.1,Maha,yes,pepper,0
Northern,Mannar,Dry Zone,clay_loam,1618,27.9,5.7,Yala,yes,paddy,1
Northern,Mannar,Dry Zone,clay_loam,1618,27.9,5.7,Yala,yes,ginger,0
Northern,Mannar,Dry Zone,clay_loam,1618,27.9,5.7,Yala,yes,coconut,0
North Western,Kurunegala,Intermediate Zone,compost_rich,1297,25.8,6.9,Maha,no,coconut,1
North Western,Kurunegala,Intermediate Zone,compost_rich,1297,25.8,6.9,Maha,no,mushroom,0
North Western,Kurunegala,Intermediate Zone,compost_rich,1297,25.8,6.9,Maha,no,banana,0
North Western,Kurunegala,Wet Zone,compost_rich,2327,33.3,4.8,Maha,no,coconut,1
North Western,Kurunegala,Wet Zone,compost_rich,2327,33.3,4.8,Maha,no,maize,0
North Western,Kurunegala,Wet Zone,compost_rich,2327,33.3,4.8,Maha,no,pepper,0
North Central,Anuradhapura,Intermediate Zone,clay,2667,23.6,4.9,Maha,yes,turmeric,1
North Central,Anuradhapura,Intermediate Zone,clay,2667,23.6,4.9,Maha,yes,banana,0
North Central,Anuradhapura,Intermediate Zone,clay,2667,23.6,4.9,Maha,yes,tea,0
Southern,Galle,Intermediate Zone,compost_rich,1064,28.8,4.7,Yala,yes,coconut,1
Southern,Galle,Intermediate Zone,compost_rich,1064,28.8,4.7,Yala,yes,maize,0
Southern,Galle,Intermediate Zone,compost_rich,1064,28.8,4.7,Yala,yes,turmeric,0
Southern,Hambantota,Intermediate Zone,compost_rich,1573,22.2,5.7,Maha,no,coconut,1
Southern,Hambantota,Intermediate Zone,compost_rich,1573,22.2,5.7,Maha,no,fruits,0
Southern,Hambantota,Intermediate Zone,compost_rich,1573,22.2,5.7,Maha,no,mushroom,0
Eastern,Batticaloa,Dry Zone,clay,2344,21.4,5.5,Yala,no,paddy,1
Eastern,Batticaloa,Dry Zone,clay,2344,21.4,5.5,Yala,no,vegetables,0
Eastern,Batticaloa,Dry Zone,clay,2344,21.4,5.5,Yala,no,tea,0
Uva,Monaragala,Dry Zone,compost_rich,1808,24.5,6.7,Yala,no,fruits,1
Uva,Monaragala,Dry Zone,compost_rich,1808,24.5,6.7,Yala,no,tea,0
Uva,Monaragala,Dry Zone,compost_rich,1808,24.5,6.7,Yala,no,turmeric,0
North Western,Kurunegala,Intermediate Zone,loamy,2943,31.0,6.8,Yala,yes,coconut,1
North Western,Kurunegala,Intermediate Zone,loamy,2943,31.0,6.8,Yala,yes,banana,0
North Western,Kurunegala,Intermediate Zone,loamy,2943,31.0,6.8,Yala,yes,maize,0
Northern,Kilinochchi,Wet Zone,clay,838,32.1,4.9,Yala,yes,mushroom,1
Northern,Kilinochchi,Wet Zone,clay,838,32.1,4.9,Yala,yes,coffee,0
Northern,Kilinochchi,Wet Zone,clay,838,32.1,4.9,Yala,yes,turmeric,0
Uva,Badulla,Dry Zone,clay,2107,24.9,5.3,Maha,yes,paddy,1
Uva,Badulla,Dry Zone,clay,2107,24.9,5.3,Maha,yes,rubber,0
Uva,Badulla,Dry Zone,clay,2107,24.9,5.3,Maha,yes,vegetables,0
Eastern,Trincomalee,Dry Zone,sandy_loam,1902,33.6,7.5,Maha,yes,banana,1
Eastern,Trincomalee,Dry Zone,sandy_loam,1902,33.6,7.5,Maha,yes,fruits,0
Eastern,Trincomalee,Dry Zone,sandy_loam,1902,33.6,7.5,Maha,yes,turmeric,0
Eastern,Ampara,Intermediate Zone,clay_loam,2210,31.4,4.8,Maha,no,cinnamon,1
Eastern,Ampara,Intermediate Zone,clay_loam,2210,31.4,4.8,Maha,no,coconut,0
Eastern,Ampara,Intermediate Zone,clay_loam,2210,31.4,4.8,Maha,no,vegetables,0
Western,Kalutara,Dry Zone,clay_loam,2342,25.3,7.1,Yala,no,paddy,1
Western,Kalutara,Dry Zone,clay_loam,2342,25.3,7.1,Yala,no,tea,0
Western,Kalutara,Dry Zone,clay_loam,2342,25.3,7.1,Yala,no,coffee,0
Eastern,Batticaloa,Intermediate Zone,compost_rich,2655,32.4,4.5,Yala,no,fruits,1
Eastern,Batticaloa,Intermediate Zone,compost_rich,2655,32.4,4.5,Yala,no,coconut,0
Eastern,Batticaloa,Intermediate Zone,compost_rich,2655,32.4,4.5,Yala,no,cinnamon,0
Sabaragamuwa,Kegalle,Dry Zone,sandy_loam,2036,26.5,5.3,Maha,yes,ginger,1
Sabaragamuwa,Kegalle,Dry Zone,sandy_loam,2036,26.5,5.3,Maha,yes,tea,0
Sabaragamuwa,Kegalle,Dry Zone,sandy_loam,2036,26.5,5.3,Maha,yes,rubber,0
Northern,Kilinochchi,Intermediate Zone,loamy,1484,23.9,5.3,Maha,no,banana,1
Northern,Kilinochchi,Intermediate Zone,loamy,1484,23.9,5.3,Maha,no,mushroom,0
Northern,Kilinochchi,Intermediate Zone,loamy,1484,23.9,5.3,Maha,no,cinnamon,0
Western,Kalutara,Dry Zone,loamy,1702,21.9,7.0,Yala,yes,turmeric,1
Western,Kalutara,Dry Zone,loamy,1702,21.9,7.0,Yala,yes,banana,0
Western,Kalutara,Dry Zone,loamy,1702,21.9,7.0,Yala,yes,coconut,0
Sabaragamuwa,Ratnapura,Intermediate Zone,compost_rich,1262,32.2,7.3,Maha,no,vegetables,1
Sabaragamuwa,Ratnapura,Intermediate Zone,compost_rich,1262,32.2,7.3,Maha,no,coconut,0
Sabaragamuwa,Ratnapura,Intermediate Zone,compost_rich,1262,32.2,7.3,Maha,no,tea,0
Uva,Monaragala,Wet Zone,sandy_loam,1766,25.2,4.7,Yala,yes,mushroom,1
Uva,Monaragala,Wet Zone,sandy_loam,1766,25.2,4.7,Yala,yes,paddy,0
Uva,Monaragala,Wet Zone,sandy_loam,1766,25.2,4.7,Yala,yes,coconut,0
Central,Kandy,Intermediate Zone,clay_loam,1663,33.9,7.3,Yala,yes,vegetables,1
Central,Kandy,Intermediate Zone,clay_loam,1663,33.9,7.3,Yala,yes,rubber,0
Central,Kandy,Intermediate Zone,clay_loam,1663,33.9,7.3,Yala,yes,turmeric,0
Central,Kandy,Dry Zone,clay_loam,2457,32.8,7.4,Yala,no,paddy,1
Central,Kandy,Dry Zone,clay_loam,2457,32.8,7.4,Yala,no,maize,0
Central,Kandy,Dry Zone,clay_loam,2457,32.8,7.4,Yala,no,tea,0
Central,Kandy,Dry Zone,clay,2847,31.3,7.3,Maha,yes,paddy,1
Central,Kandy,Dry Zone,clay,2847,31.3,7.3,Maha,yes,coconut,0
Central,Kandy,Dry Zone,clay,2847,31.3,7.3,Maha,yes,tea,0
Uva,Badulla,Dry Zone,clay_loam,886,29.9,6.0,Yala,no,ginger,1
Uva,Badulla,Dry Zone,clay_loam,886,29.9,6.0,Yala,no,coconut,0
Uva,Badulla,Dry Zone,clay_loam,886,29.9,6.0,Yala,no,maize,0
North Central,Polonnaruwa,Wet Zone,sandy_loam,1362,28.9,5.8,Yala,yes,banana,1
North Central,Polonnaruwa,Wet Zone,sandy_loam,1362,28.9,5.8,Yala,yes,cinnamon,0
North Central,Polonnaruwa,Wet Zone,sandy_loam,1362,28.9,5.8,Yala,yes,rubber,0
North Central,Polonnaruwa,Intermediate Zone,clay_loam,2557,31.8,7.5,Yala,no,maize,1
North Central,Polonnaruwa,Intermediate Zone,clay_loam,2557,31.8,7.5,Yala,no,cinnamon,0
North Central,Polonnaruwa,Intermediate Zone,clay_loam,2557,31.8,7.5,Yala,no,banana,0
Central,Kandy,Dry Zone,loamy,2867,33.4,5.4,Maha,no,maize,1
Central,Kandy,Dry Zone,loamy,2867,33.4,5.4,Maha,no,rubber,0
Central,Kandy,Dry Zone,loamy,2867,33.4,5.4,Maha,no,coconut,0
North Central,Anuradhapura,Intermediate Zone,compost_rich,1251,30.3,7.5,Maha,yes,mushroom,1
North Central,Anuradhapura,Intermediate Zone,compost_rich,1251,30.3,7.5,Maha,yes,turmeric,0
North Central,Anuradhapura,Intermediate Zone,compost_rich,1251,30.3,7.5,Maha,yes,cinnamon,0
Uva,Monaragala,Dry Zone,sandy_loam,1474,20.4,5.5,Yala,yes,mushroom,1
Uva,Monaragala,Dry Zone,sandy_loam,1474,20.4,5.5,Yala,yes,paddy,0
Uva,Monaragala,Dry Zone,sandy_loam,1474,20.4,5.5,Yala,yes,tea,0
Eastern,Trincomalee,Wet Zone,clay,1133,24.3,5.8,Maha,no,pepper,1
Eastern,Trincomalee,Wet Zone,clay,1133,24.3,5.8,Maha,no,maize,0
Eastern,Trincomalee,Wet Zone,clay,1133,24.3,5.8,Maha,no,coffee,0
Central,Nuwara Eliya,Wet Zone,compost_rich,1159,21.7,4.7,Yala,yes,tea,1
Central,Nuwara Eliya,Wet Zone,compost_rich,1159,21.7,4.7,Yala,yes,mushroom,0
Central,Nuwara Eliya,Wet Zone,compost_rich,1159,21.7,4.7,Yala,yes,vegetables,0
Southern,Hambantota,Dry Zone,loamy,2455,25.0,5.7,Maha,no,pepper,1
Southern,Hambantota,Dry Zone,loamy,2455,25.0,5.7,Maha,no,mushroom,0
Southern,Hambantota,Dry Zone,loamy,2455,25.0,5.7,Maha,no,fruits,0
Northern,Mannar,Dry Zone,compost_rich,1379,21.8,5.0,Yala,no,coffee,1
Northern,Mannar,Dry Zone,compost_rich,1379,21.8,5.0,Yala,no,fruits,0
Northern,Mannar,Dry Zone,compost_rich,1379,21.8,5.0,Yala,no,tea,0
North Central,Anuradhapura,Intermediate Zone,compost_rich,1375,21.0,7.1,Maha,no,turmeric,1
North Central,Anuradhapura,Intermediate Zone,compost_rich,1375,21.0,7.1,Maha,no,rubber,0
North Central,Anuradhapura,Intermediate Zone,compost_rich,1375,21.0,7.1,Maha,no,pepper,0
North Central,Anuradhapura,Wet Zone,compost_rich,2187,24.4,6.1,Yala,no,ginger,1
North Central,Anuradhapura,Wet Zone,compost_rich,2187,24.4,6.1,Yala,no,coffee,0
North Central,Anuradhapura,Wet Zone,compost_rich,2187,24.4,6.1,Yala,no,banana,0
Uva,Monaragala,Dry Zone,loamy,2662,29.3,6.3,Maha,yes,coffee,1
Uva,Monaragala,Dry Zone,loamy,2662,29.3,6.3,Maha,yes,paddy,0
Uva,Monaragala,Dry Zone,loamy,2662,29.3,6.3,Maha,yes,coconut,0
Eastern,Batticaloa,Dry Zone,loamy,925,32.1,4.7,Yala,no,banana,1
Eastern,Batticaloa,Dry Zone,loamy,925,32.1,4.7,Yala,no,fruits,0
Eastern,Batticaloa,Dry Zone,loamy,925,32.1,4.7,Yala,no,coconut,0
Sabaragamuwa,Kegalle,Wet Zone,clay_loam,2316,28.1,5.1,Maha,no,rubber,1
Sabaragamuwa,Kegalle,Wet Zone,clay_loam,2316,28.1,5.1,Maha,no,mushroom,0
Sabaragamuwa,Kegalle,Wet Zone,clay_loam,2316,28.1,5.1,Maha,no,turmeric,0
Southern,Galle,Wet Zone,sandy_loam,2449,27.6,6.7,Yala,yes,coconut,1
Southern,Galle,Wet Zone,sandy_loam,2449,27.6,6.7,Yala,yes,tea,0
Southern,Galle,Wet Zone,sandy_loam,2449,27.6,6.7,Yala,yes,fruits,0
Eastern,Trincomalee,Dry Zone,loamy,2680,23.3,6.7,Yala,yes,turmeric,1
Eastern,Trincomalee,Dry Zone,loamy,2680,23.3,6.7,Yala,yes,mushroom,0
Eastern,Trincomalee,Dry Zone,loamy,2680,23.3,6.7,Yala,yes,coffee,0
Central,Kandy,Dry Zone,sandy_loam,2996,30.0,5.0,Yala,yes,banana,1
Central,Kandy,Dry Zone,sandy_loam,2996,30.0,5.0,Yala,yes,maize,0
Central,Kandy,Dry Zone,sandy_loam,2996,30.0,5.0,Yala,yes,coconut,0
Central,Nuwara Eliya,Wet Zone,compost_rich,2280,23.9,4.9,Yala,yes,tea,1
Central,Nuwara Eliya,Wet Zone,compost_rich,2280,23.9,4.9,Yala,yes,vegetables,0
Central,Nuwara Eliya,Wet Zone,compost_rich,2280,23.9,4.9,Yala,yes,mushroom,0
Northern,Jaffna,Intermediate Zone,clay,1243,25.2,5.6,Yala,yes,vegetables,1
Northern,Jaffna,Intermediate Zone,clay,1243,25.2,5.6,Yala,yes,coconut,0
Northern,Jaffna,Intermediate Zone,clay,1243,25.2,5.6,Yala,yes,banana,0
Southern,Matara,Intermediate Zone,loamy,2659,33.3,5.8,Maha,no,coconut,1
Southern,Matara,Intermediate Zone,loamy,2659,33.3,5.8,Maha,no,coffee,0
Southern,Matara,Intermediate Zone,loamy,2659,33.3,5.8,Maha,no,vegetables,0
Eastern,Batticaloa,Dry Zone,compost_rich,1796,27.8,5.2,Yala,no,mushroom,1
Eastern,Batticaloa,Dry Zone,compost_rich,1796,27.8,5.2,Yala,no,coconut,0
Eastern,Batticaloa,Dry Zone,compost_rich,1796,27.8,5.2,Yala,no,paddy,0
Western,Colombo,Intermediate Zone,compost_rich,1765,33.3,6.7,Yala,yes,coconut,1
Western,Colombo,Intermediate Zone,compost_rich,1765,33.3,6.7,Yala,yes,paddy,0
Western,Colombo,Intermediate Zone,compost_rich,1765,33.3,6.7,Yala,yes,fruits,0
Western,Colombo,Intermediate Zone,compost_rich,1481,33.2,4.6,Yala,no,coconut,1
Western,Colombo,Intermediate Zone,compost_rich,1481,33.2,4.6,Yala,no,cinnamon,0
Western,Colombo,Intermediate Zone,compost_rich,1481,33.2,4.6,Yala,no,turmeric,0
North Central,Polonnaruwa,Wet Zone,compost_rich,2192,32.1,5.3,Maha,no,ginger,1
North Central,Polonnaruwa,Wet Zone,compost_rich,2192,32.1,5.3,Maha,no,fruits,0
North Central,Polonnaruwa,Wet Zone,compost_rich,2192,32.1,5.3,Maha,no,mushroom,0
Uva,Badulla,Wet Zone,clay_loam,2641,30.1,6.0,Yala,no,coffee,1
Uva,Badulla,Wet Zone,clay_loam,2641,30.1,6.0,Yala,no,fruits,0
Uva,Badulla,Wet Zone,clay_loam,2641,30.1,6.0,Yala,no,rubber,0
North Central,Polonnaruwa,Intermediate Zone,sandy_loam,1000,20.4,6.7,Yala,yes,maize,1
North Central,Polonnaruwa,Intermediate Zone,sandy_loam,1000,20.4,6.7,Yala,yes,tea,0
North Central,Polonnaruwa,Intermediate Zone,sandy_loam,1000,20.4,6.7,Yala,yes,turmeric,0
Western,Kalutara,Wet Zone,loamy,2425,33.4,5.7,Maha,no,rubber,1
Western,Kalutara,Wet Zone,loamy,2425,33.4,5.7,Maha,no,coffee,0
Western,Kalutara,Wet Zone,loamy,2425,33.4,5.7,Maha,no,tea,0
Southern,Galle,Dry Zone,loamy,1154,33.0,5.0,Maha,no,tea,1
Southern,Galle,Dry Zone,loamy,1154,33.0,5.0,Maha,no,rubber,0
Southern,Galle,Dry Zone,loamy,1154,33.0,5.0,Maha,no,ginger,0
North Central,Anuradhapura,Intermediate Zone,sandy_loam,1148,27.4,6.4,Yala,yes,maize,1
North Central,Anuradhapura,Intermediate Zone,sandy_loam,1148,27.4,6.4,Yala,yes,banana,0
North Central,Anuradhapura,Intermediate Zone,sandy_loam,1148,27.4,6.4,Yala,yes,mushroom,0
Southern,Matara,Intermediate Zone,compost_rich,2999,20.0,6.3,Maha,yes,coconut,1
Southern,Matara,Intermediate Zone,compost_rich,2999,20.0,6.3,Maha,yes,rubber,0
Southern,Matara,Intermediate Zone,compost_rich,2999,20.0,6.3,Maha,yes,vegetables,0
Sabaragamuwa,Kegalle,Dry Zone,clay,2597,29.1,6.8,Maha,no,paddy,1
Sabaragamuwa,Kegalle,Dry Zone,clay,2597,29.1,6.8,Maha,no,ginger,0
Sabaragamuwa,Kegalle,Dry Zone,clay,2597,29.1,6.8,Maha,no,maize,0
Eastern,Batticaloa,Intermediate Zone,clay_loam,1616,23.5,6.4,Yala,no,vegetables,1
Eastern,Batticaloa,Intermediate Zone,clay_loam,1616,23.5,6.4,Yala,no,mushroom,0
Eastern,Batticaloa,Intermediate Zone,clay_loam,1616,23.5,6.4,Yala,no,coffee,0
Eastern,Ampara,Dry Zone,compost_rich,2245,21.2,7.2,Maha,no,coconut,1
Eastern,Ampara,Dry Zone,compost_rich,2245,21.2,7.2,Maha,no,mushroom,0
Eastern,Ampara,Dry Zone,compost_rich,2245,21.2,7.2,Maha,no,fruits,0
Eastern,Ampara,Wet Zone,clay_loam,2708,24.1,4.6,Maha,yes,turmeric,1
Eastern,Ampara,Wet Zone,clay_loam,2708,24.1,4.6,Maha,yes,coffee,0
Eastern,Ampara,Wet Zone,clay_loam,2708,24.1,4.6,Maha,yes,ginger,0
North Central,Anuradhapura,Dry Zone,sandy_loam,911,22.0,5.3,Yala,no,maize,1
